year,gdd_wtr_5c,wbic,cpe,tri_harvest,stocking_weight,state,species,rec_harvest,n_cpue,n_har,stock_id
1986,2346.224426,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1987,2503.071492,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1988,2526.270183,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1989,2336.505649,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1990,2296.638566,69061700,-999,0,0,MN,NP,1749.626498,7,8,69061700MNNP
1991,2454.607624,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1992,2092.677095,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1993,2056.567096,69061700,1.6,0,0,MN,NP,-999,7,8,69061700MNNP
1994,2426.876057,69061700,1.67,0,0,MN,NP,-999,7,8,69061700MNNP
1995,2325.310285,69061700,1.07,0,0,MN,NP,-999,7,8,69061700MNNP
1996,2269.658541,69061700,2.13,0,0,MN,NP,-999,7,8,69061700MNNP
1997,2239.614008,69061700,1.53,0,0,MN,NP,-999,7,8,69061700MNNP
1998,2626.725883,69061700,1.57,0,0,MN,NP,2307.164045,7,8,69061700MNNP
1999,2394.393279,69061700,3.27,0,0,MN,NP,1043.426716,7,8,69061700MNNP
2000,2359.53481,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2001,2539.893956,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2002,2337.994816,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2003,2510.593586,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2004,2177.811053,69061700,-999,0,0,MN,NP,1988.605098,7,8,69061700MNNP
2005,2518.219169,69061700,-999,0,0,MN,NP,4531.778941,7,8,69061700MNNP
2006,2572.223515,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2007,2576.12773,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2008,2315.696106,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2009,2202.942374,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2010,2592.967571,69061700,-999,0,0,MN,NP,2627.199411,7,8,69061700MNNP
2011,2465.564372,69061700,-999,0,0,MN,NP,2478.754241,7,8,69061700MNNP
2012,2546.087317,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2013,2471.016284,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2014,2304.888771,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2015,2551.882257,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2016,2680.086407,69061700,-999,0,0,MN,NP,1660.839222,7,8,69061700MNNP
2017,2487.765908,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2018,2600.252188,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2019,2356.381812,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
2020,2434.008082,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1980,2960.664395,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1981,2965.140983,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1982,2928.548206,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1983,3046.665651,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1984,2871.346143,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1985,2873.088913,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1986,3008.041814,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1987,3140.487177,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1988,3031.81704,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1989,2834.629731,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1990,2949.34886,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1991,3046.994128,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1992,2669.991437,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1993,2639.053786,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1994,2981.847553,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1995,2907.513882,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1996,2754.295667,82005400,0.5,0,0,MN,NP,-999,4,2,82005400MNNP
1997,2825.511844,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1998,3326.893918,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1999,2995.635043,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2000,3014.101624,82005400,-999,0,0,MN,NP,0,4,2,82005400MNNP
2001,3045.139438,82005400,4.333333333,0,0,MN,NP,73.1862693,4,2,82005400MNNP
2002,2940.326862,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2003,3000.762377,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2004,2877.708369,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2005,3211.533333,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2006,3018.170723,82005400,1.75,0,0,MN,NP,-999,4,2,82005400MNNP
2007,3128.996034,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2008,2825.369031,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2009,2702.96665,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2010,3174.135598,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2011,2975.342547,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2012,3112.242254,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2013,2844.794758,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2014,2782.666713,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2015,3090.655322,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2016,3268.539998,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2017,3061.39244,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2018,3105.200459,82005400,2.666666667,0,0,MN,NP,-999,4,2,82005400MNNP
2019,2908.838606,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
2020,2920.770465,82005400,-999,0,0,MN,NP,-999,4,2,82005400MNNP
1980,2796.979446,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1981,2780.946821,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1982,2764.909486,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1983,2875.371345,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1984,2720.646162,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1985,2699.659962,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1986,2853.821756,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1987,2950.83882,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1988,2856.215998,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1989,2688.74176,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1990,2781.178764,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1991,2903.986419,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1992,2495.84449,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1993,2474.914742,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1994,2825.460254,82005200,9.64,0,0,MN,NP,-999,6,2,82005200MNNP
1995,2768.98341,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1996,2603.7256,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1997,2695.489146,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1998,3138.674953,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1999,2821.364,82005200,21.5,0,0,MN,NP,-999,6,2,82005200MNNP
2000,2821.621304,82005200,-999,0,0,MN,NP,3643.675373,6,2,82005200MNNP
2001,2866.832357,82005200,-999,0,0,MN,NP,1538.788226,6,2,82005200MNNP
2002,2805.3201,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2003,2815.490128,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2004,2689.916957,82005200,12.75,0,0,MN,NP,-999,6,2,82005200MNNP
2005,3029.863263,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2006,2839.252615,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2007,2971.721251,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2008,2650.299466,82005200,16.375,0,0,MN,NP,-999,6,2,82005200MNNP
2009,2532.136074,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2010,3000.97154,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2011,2806.575787,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2012,2920.102735,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2013,2703.810699,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2014,2640.239932,82005200,20.83333333,0,0,MN,NP,-999,6,2,82005200MNNP
2015,2929.80602,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2016,3081.027319,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2017,2908.889955,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2018,2934.886136,82005200,15.08333333,0,0,MN,NP,-999,6,2,82005200MNNP
2019,2748.348987,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
2020,2739.363549,82005200,-999,0,0,MN,NP,-999,6,2,82005200MNNP
1980,2805.348122,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1981,2819.721618,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1982,2783.927895,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1983,2912.780905,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1984,2743.05987,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1985,2730.881483,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1986,2868.563893,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1987,3008.597977,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1988,2891.919133,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1989,2716.960952,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1990,2810.48267,82004600,-999,0,0,MN,NP,109.1029656,5,2,82004600MNNP
1991,2923.89299,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1992,2527.3417,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1993,2498.082546,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1994,2848.62793,82004600,6.5,0,0,MN,NP,-999,5,2,82004600MNNP
1995,2771.290651,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1996,2609.976951,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1997,2688.60563,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1998,3161.34328,82004600,5.67,0,0,MN,NP,-999,5,2,82004600MNNP
1999,2870.24224,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2000,2869.884814,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2001,2938.746386,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2002,2833.920768,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2003,2825.760857,82004600,7.5,0,0,MN,NP,-999,5,2,82004600MNNP
2004,2717.924254,82004600,-999,0,0,MN,NP,59.52119495,5,2,82004600MNNP
2005,3069.35522,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2006,2869.154158,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2007,2980.707585,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2008,2681.311468,82004600,3.833333333,0,0,MN,NP,-999,5,2,82004600MNNP
2009,2598.696674,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2010,3031.363865,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2011,2819.317446,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2012,2989.323198,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2013,2721.392064,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2014,2668.504871,82004600,5.75,0,0,MN,NP,-999,5,2,82004600MNNP
2015,2965.291701,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2016,3112.590177,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2017,2921.761266,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2018,2952.255148,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2019,2749.311232,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
2020,2767.755131,82004600,-999,0,0,MN,NP,-999,5,2,82004600MNNP
1980,1809.388101,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1981,1894.004936,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1982,1794.577365,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1983,1981.695461,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1984,1813.069064,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1985,1699.896737,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1986,1813.684844,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1987,1994.970391,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1988,2016.52008,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1989,1852.618493,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1990,1840.233888,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1991,1947.13456,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1992,1631.025842,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1993,1589.21076,16015600,-999,0,0,MN,NP,541.2139573,6,4,16015600MNNP
1994,1928.029717,16015600,2.56,0,0,MN,NP,372.6140993,6,4,16015600MNNP
1995,1909.084039,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1996,1836.225756,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1997,1833.66245,16015600,1.67,0,0,MN,NP,-999,6,4,16015600MNNP
1998,2126.55056,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1999,1888.581762,16015600,-999,0,0,MN,NP,190.3767689,6,4,16015600MNNP
2000,1789.124215,16015600,3.111111111,0,0,MN,NP,-999,6,4,16015600MNNP
2001,2005.844529,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2002,1875.264927,16015600,-999,0,0,MN,NP,87.22090599,6,4,16015600MNNP
2003,2075.394154,16015600,1.222222222,0,0,MN,NP,-999,6,4,16015600MNNP
2004,1740.092976,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2005,2138.656012,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2006,2198.943207,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2007,2157.116617,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2008,1868.590432,16015600,2.222222222,0,0,MN,NP,-999,6,4,16015600MNNP
2009,1710.569348,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2010,2088.085292,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2011,2005.94769,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2012,2130.735061,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2013,1964.166817,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2014,1858.742724,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2015,2078.26802,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2016,2206.824784,16015600,1.888888889,0,0,MN,NP,-999,6,4,16015600MNNP
2017,2046.790139,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2018,2182.189917,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2019,1883.20459,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
2020,2004.346147,16015600,-999,0,0,MN,NP,-999,6,4,16015600MNNP
1980,2566.010536,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1981,2603.138751,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1982,2556.179465,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1983,2648.610174,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1984,2494.548971,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1985,2467.814222,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1986,2609.272681,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1987,2770.750451,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1988,2673.335068,21008300,3.42,0,0,MN,NP,-999,10,3,21008300MNNP
1989,2497.363869,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1990,2569.070885,21008300,3.67,0,0,MN,NP,5257.922898,10,3,21008300MNNP
1991,2668.876923,21008300,2.33,0,0,MN,NP,1874.149626,10,3,21008300MNNP
1992,2327.971366,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1993,2250.12163,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1994,2588.909785,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1995,2537.636314,21008300,2.92,0,0,MN,NP,-999,10,3,21008300MNNP
1996,2438.473014,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1997,2496.194301,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1998,2883.091022,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1999,2593.665304,21008300,5.58,0,0,MN,NP,-999,10,3,21008300MNNP
2000,2570.316114,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2001,2663.472888,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2002,2558.339183,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2003,2634.949563,21008300,3.666666667,0,0,MN,NP,-999,10,3,21008300MNNP
2004,2443.868216,21008300,-999,0,0,MN,NP,6637.135353,10,3,21008300MNNP
2005,2772.951779,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2006,2658.039001,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2007,2759.085168,21008300,2.733333333,0,0,MN,NP,-999,10,3,21008300MNNP
2008,2409.954619,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2009,2330.921791,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2010,2659.105481,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2011,2585.186822,21008300,1.6,0,0,MN,NP,-999,10,3,21008300MNNP
2012,2649.460939,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2013,2549.879564,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2014,2454.09429,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2015,2693.365492,21008300,3.75,0,0,MN,NP,-999,10,3,21008300MNNP
2016,2804.689606,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2017,2630.684037,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2018,2762.258065,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
2019,2466.334555,21008300,3.75,0,0,MN,NP,-999,10,3,21008300MNNP
2020,2557.481599,21008300,-999,0,0,MN,NP,-999,10,3,21008300MNNP
1980,2619.071812,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1981,2667.389854,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1982,2597.865022,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1983,2698.316917,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1984,2524.405258,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1985,2503.063282,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1986,2676.138768,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1987,2855.331506,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1988,2739.203041,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1989,2535.974658,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1990,2602.621135,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1991,2729.302204,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1992,2373.039865,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1993,2295.195065,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1994,2655.100032,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1995,2597.421517,56023900,10.6,0,0,MN,NP,-999,7,2,56023900MNNP
1996,2486.321742,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1997,2538.425718,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1998,2963.819655,56023900,7.87,0,0,MN,NP,-999,7,2,56023900MNNP
1999,2658.002386,56023900,-999,0,0,MN,NP,2005.410211,7,2,56023900MNNP
2000,2636.569557,56023900,-999,0,0,MN,NP,2838.119788,7,2,56023900MNNP
2001,2731.213113,56023900,7.8,0,0,MN,NP,-999,7,2,56023900MNNP
2002,2590.309717,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2003,2667.780381,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2004,2471.102044,56023900,8.4,0,0,MN,NP,-999,7,2,56023900MNNP
2005,2766.593326,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2006,2732.69017,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2007,2803.424072,56023900,4.133333333,0,0,MN,NP,-999,7,2,56023900MNNP
2008,2478.604327,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2009,2370.765754,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2010,2701.531163,56023900,6.533333333,0,0,MN,NP,-999,7,2,56023900MNNP
2011,2616.900198,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2012,2680.272351,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2013,2608.682234,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2014,2506.296851,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2015,2753.831987,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2016,2850.490774,56023900,6,0,0,MN,NP,-999,7,2,56023900MNNP
2017,2677.534545,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2018,2812.645537,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2019,2529.013463,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
2020,2621.453511,56023900,-999,0,0,MN,NP,-999,7,2,56023900MNNP
1980,2590.259875,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1981,2648.261219,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1982,2586.205803,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1983,2688.146894,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1984,2511.330009,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1985,2496.338899,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1986,2670.382495,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1987,2810.718039,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1988,2733.639896,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1989,2530.32344,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1990,2593.177968,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1991,2707.560353,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1992,2362.603482,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1993,2287.755245,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1994,2651.787779,56023800,2.33,0,0,MN,NP,-999,7,2,56023800MNNP
1995,2576.49591,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1996,2481.954491,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1997,2528.072297,56023800,4.27,0,0,MN,NP,-999,7,2,56023800MNNP
1998,2949.850733,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1999,2652.47441,56023800,-999,0,0,MN,NP,1030.713628,7,2,56023800MNNP
2000,2632.97347,56023800,6.2,0,0,MN,NP,1088.721361,7,2,56023800MNNP
2001,2728.552067,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2002,2580.925411,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2003,2641.005281,56023800,4.733333333,0,0,MN,NP,-999,7,2,56023800MNNP
2004,2464.925957,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2005,2754.789628,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2006,2724.755287,56023800,3.2,0,0,MN,NP,-999,7,2,56023800MNNP
2007,2802.842804,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2008,2470.428559,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2009,2370.685259,56023800,8.133333333,0,0,MN,NP,-999,7,2,56023800MNNP
2010,2697.268563,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2011,2608.593869,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2012,2671.41941,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2013,2600.258658,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2014,2494.044593,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2015,2738.097675,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2016,2847.858686,56023800,4.833333333,0,0,MN,NP,-999,7,2,56023800MNNP
2017,2655.564884,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2018,2806.58277,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2019,2515.496973,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
2020,2649.966307,56023800,-999,0,0,MN,NP,-999,7,2,56023800MNNP
1980,2779.791293,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1981,2812.295928,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1982,2766.283343,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1983,2824.905662,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1984,2675.213704,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1985,2690.501999,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1986,2819.247371,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1987,2967.963222,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1988,2875.763507,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1989,2716.908425,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1990,2777.697878,34020600,-999,0,0,MN,NP,-999,8,2,34020600MNNP
1991,2909.854287,34020600,-999,0,0,MN,NP,1353.526748,8,2,34020600MNNP
1992,2501.943112,34020600,-999,0,0,MN,NP,144.8997867,8,2,34020600MNNP
1993,2442.93441,34020600,2.17,0,0,MN,NP,-999,8,2,34020600MNNP
